movie_seq,movie_img,movie_title,movie_type,movie_country,movie_runtime,movie_age,movie_open_date,movie_rating,movie_director,movie_actor,movie_content,,admin_id
859,192143,나이트메어 앨리,"범죄, 드라마, 스릴러","미국, 멕시코, 캐나다",150분,15세 관람가,2022.02.23,8.02,기예르모 델 토로,"브래들리 쿠퍼, 케이트 블란쳇, 토니 콜렛","성공에 목마르고 욕망으로 가득 찬 ‘스탠턴’은<br/>절박한 상황에서 유랑극단에서 만난 독심술사 ‘지나’를 이용하여<br/>사람의 마음을 간파하는 기술을 터득한다.<br/><br/>“사람들을 속이는 게 아냐, 사람들이 스스로를 속이는 거지”<br/><br/>수려한 외모, 현란한 화술, 마음을 현혹시키는 능력으로<br/>뉴욕 상류층 상대로 부를 손에 쥐게 된 ‘스탠턴’.<br/>채워지지 않는 그의 위험한 욕망을 꿰뚫어 본 심리학자 ‘릴리스’ 박사는<br/>뉴욕에서 가장 위험한 거물을 그에게 소개해 주는데…",,admin01
860,191547,나일 강의 죽음,"범죄, 드라마, 미스터리","미국, 영국",126분,12세 관람가,2022.02.09,7.4,케네스 브래너,케네스 브래너,"행복한 신혼부부를 태운 나일 강의 초호화 여객선<br/>그곳에서 끔찍한 살인 사건이 벌어진다.<br/><br/>위태롭고 불길한 분위기의 선상에서 탑승객들을 심문하는 탐정 ‘에르큘 포와로’<br/>모두가 범인으로 의심되는 가운데,<br/>연이어 발생한 살인 사건은 그의 영혼을 송두리째 뒤흔들고,<br/>관객은 마지막 순간까지 예기치 못한 반전으로 놀라운 결말에 이르게 된다.",,admin01
861,209739,낮과 달,드라마,한국,111분,15세 관람가,2022.10.20,8.35,이영아,"유다인, 조은지, 정영섭","남편과 사별 후 평소 남편이 살고 싶어 했던 제주도로 이사 온 민희는<br/>성격 좋은 동네 이웃 목하와 그의 음악하는 아들 태경을 만나 친분을 다지게 된다.<br/>새로운 곳에서 새로운 출발, 새로운 친구가 생겼다고 생각한 순간,<br/>목하가 남편의 첫사랑이었다는 것을 알게 되는데!<br/><br/>본의 아니게 상실의 아픔을 분노 게이지로 다스리게 되는 민희,<br/>평온했던 일상 속 잊고 지냈던 오만년 전 ‘구 남친’의 기억을 강제 소환당한 목하.<br/><br/>두 여자의 예측 불가, 밀고 밀리는 관계가 시작된다!",,admin01
862,209731,낮에는 덥고 밤에는 춥고,드라마,한국,90분,12세 관람가,2022.10.27,7.95,박송열,"박송열, 원향라","실직한 후 하루살이 인생을 살아가는 부부 ‘영태’와 ‘정희’.<br/>비록 대리운전, 교사 아르바이트 등 일용직을 전전하지만,<br/>그날 서로 술잔을 기울이며 따뜻한 밥을 챙겨 먹을 수 있다면 다행이다.<br/> <br/>그러던 어느 날, ‘정희’의 모친 생일날이 다가오고,<br/>저마다 선물을 준비해온 형제들과 달리 빈손으로 온 부부는<br/>‘현타’를 느끼고 급기야 서로의 탓을 하기 시작하는데….<br/> <br/>돈만 없을 뿐 마음도, 사랑도 풍족한<br/>초긍정 러블리 부부의 짠내 폭발 라이프가 시작된다!",,admin01
863,220363,내 친한 친구의 아침식사,멜로/로맨스,대만,119분,12세 관람가,2022.11.10,7.02,두정철,"에릭 추, 이목, 송백위","세상 종말이 와도 먹는 것을 멈출 수 없는 <br/>귀요미 먹방 요정, 웨이신<br/><br/>좋아하는 친구에게 1년 동안 아침 조공을 하는<br/>댕댕이 조공 소년, 요우췐<br/><br/>“나는 1년 동안 절친 앞으로 온 아침 조공을 먹었다”<br/>절친에게 아침 조공을 바친 친구와 사랑에 빠질 확률은?<br/>러블리 먹요정 + 댕댕이 조공 소년 = 첫사랑 먹방 로맨스♥",,admin01
864,213417,내가 못 나가는 것도 아닌데,"드라마, 코미디",한국,61분,12세 관람가,2022.08.24,7.82,김충길,"김충길, 이원선, 한동원","무명배우 충길과 원선은 친한친구 사이이다.<br/>충길은 원선에게 아는 감독을 소개 시켜 주는데, 생각지도 못한 일이 일어난다.",,admin01
865,213548,노스맨,드라마,미국,137분,청소년 관람불가,2022.08.31,7.35,로버트 에거스,"알렉산더 스카스가드, 안야 테일러 조이","10세기 아이슬란드, 숙부를 향한 '암레트' 왕자의 복수극을 그린 영화",,admin01
866,214552,놉,"미스터리, 공포",미국,130분,12세 관람가,2022.08.17,6.77,조던 필,"다니엘 칼루야, 케케 파머, 스티븐 연","거대하고, 주목받길 원하고, 미쳤다.<br/>나쁜 기적이라는 것도 있을까?",,admin01
867,208094,늑대들,액션,한국,99분,청소년 관람불가,2022.04.27,4.04,전규환,"오종혁, 박기덕, 정의욱",지키려는 야쿠자와 뺏으려는 고려인 마피아의 피할 수 없는<br/>전쟁이 시작될 무렵<br/>여성들이 연쇄 살인마로부터 희생되는 사건이 발생하자<br/>경찰이 대대적인 수사에 나선다.<br/>그러던 어느 날 야쿠자 보스의 딸이 납치되면서<br/>사건은 걷잡을 수 없는 방향으로 흘러간다.,,admin01
868,211161,늑대사냥,"액션, 범죄",한국,121분,청소년 관람불가,2022.09.21,4.25,김홍선,"서인국, 장동윤, 최귀화","동남아시아로 도피한 인터폴 수배자들을 이송할 움직이는 교도소 ‘프론티어 타이탄’. <br/>극악무도한 이들과 베테랑 형사들이 필리핀 마닐라 항구에 모이고 <br/>탈출을 꿈꾸는 종두(서인국), 한국으로 돌아가야만 하는 도일(장동윤)을 비롯해 <br/>이들은 각자의 목적과 경계심을 품고 탑승한다. <br/><br/>한국으로 향하던 중, 태평양 한 가운데에서 이들에게는 <br/>지금까지 보지 못한 극한의 상황과 마주하게 되는데…<br/><br/>태평양 한 가운데의 지옥, 누가 살아남을 것인가?",,admin01
869,203667,늦봄2020,다큐멘터리,한국,70분,전체 관람가,2022.02.10,7.03,박규현,문익환,1918년 만주 북간도의 독립운동가들의 이상촌에서 태어난 문익환 목사.<br/>그는 일제의 탄압 속에 어릴 적 벗 윤동주를 잃고 유신정권의 폭정으로 친구 장준하를 잃었다.<br/>또한 남북을 갈라놓은 휴전선 회담을 직접 통역하고 분단된 조국에 손을 내밀며 대한민국 근대사의 격량을 온몸으로 살아냈다.<br/>전 생애를 통해 시대를 끌어안으며 고통받는 모든 곳에서 희망의 불씨를 피워낸 문익환 목사.<br/><늦봄2020>은 최초로 현존하는 육성 자료로 문익환의 목소리를 복원하여 그 시대의 생생함을 전달한다.,,admin01
870,159812,니 부모 얼굴이 보고 싶다,드라마,한국,111분,15세 관람가,2022.04.27,7.59,김지훈,"설경구, 오달수, 천우희","명문 한음 국제중학교 학생 ‘김건우’가<br/>같은 반 친구 4명의 이름이 적힌 편지를 남긴 채,<br/>의식불명 상태로 호숫가에서 발견된다.<br/><br/>병원 이사장의 아들 ‘도윤재’<br/>전직 경찰청장의 손자 ‘박규범’<br/>한음 국제중학교 교사의 아들 ‘정이든’<br/>그리고, 변호사 ‘강호창’(설경구)의 아들 ‘강한결’.<br/><br/>가해자로 지목된 아이들의 부모들은<br/>자신의 권력과 재력을 이용해 사건을 은폐하려고 한다.<br/>하지만, 담임 교사 ‘송정욱’(천우희)의 양심 선언으로<br/>건우 엄마(문소리) 또한 아들의 죽음에 관한 진실을 알게 된다.<br/><br/>세상의 이목이 한음 국제중학교로 향하고,<br/>자신의 아이들을 지키기 위한 가해자 부모들의 추악한 민낯이 드러나는데…<br/><br/>자식이 괴물이 되면, 부모는 악마가 된다",,admin01
871,198472,니얼굴,다큐멘터리,한국,86분,전체 관람가,2022.06.23,9.37,서동일,정은혜,"어느 뜨거운 여름, 집에서 뜨개질만 하던 은혜씨가<br/>양평 문호리리버마켓의 인기 셀러로 거듭난다<br/><br/>“예쁘게 그려주세요”<br/>“원래 예쁜데요 뭘~”<br/><br/>예쁜 얼굴도 안 예쁘게 그려주는 은혜씨 앞에<br/>4천 명의 사람들이 환하게 웃음 짓는다",,admin01
872,206640,다 잘된 거야,드라마,프랑스,113분,12세 관람가,2022.09.07,7.62,프랑소와 오종,"소피 마르소, 앙드레 뒤솔리에, 제랄딘 팔리아스",갑자기 쓰러진 아빠 ‘앙드레’로부터<br/>자신의 죽음을 도와 달라고 부탁받은 딸 ‘엠마뉘엘’.<br/>끝을 선택하고 시작된 조금 다른 작별에 관한 이야기를 담은<br/>프랑수아 오종 감독의 품위 있는 마스터피스,,admin01
873,182016,닥터 스트레인지: 대혼돈의 멀티버스,"액션, 판타지, 모험",미국,126분,12세 관람가,2022.05.04,7.22,샘 레이미,"베네딕트 컴버배치, 엘리자베스 올슨","끝없이 균열되는 차원과 뒤엉킨 시공간의 멀티버스가 열리며<br/>오랜 동료들, 그리고 차원을 넘어 들어온 새로운 존재들을 맞닥뜨리게 된 ‘닥터 스트레인지’.<br/>대혼돈 속, 그는 예상치 못한 극한의 적과 맞서 싸워야만 하는데….",,admin01
874,210695,달빛 그림자,"드라마, 멜로/로맨스",일본,92분,12세 관람가,2022.04.27,5.09,에드문드 여,"고마츠 나나, 미야자와 히오",행복한 날들이 무심코 지나가던 중<br/>‘사츠키’의 연인 ‘히토시’에게 갑작스런 사고가 일어난다.<br/><br/>사고 이후 ‘사츠키’는 깊은 슬픔에 짓눌려 지내는데…<br/><br/>일상을 되찾아 가는 그녀 앞에 나타난 ‘우라라’<br/>그녀에게 이끌려 ‘달 그림자 현상’에 조금씩 다가간다.<br/><br/>과연 그들에게 기적은 찾아올까?,,admin01
875,198309,달이 지는 밤,드라마,한국,70분,15세 관람가,2022.09.22,6.63,"김종관, 장건재","강진아, 곽민규, 김금순","중년의 여인이 무주 시외버스 터미널에서 내린다. 그녀는 마을길을 지나 숲으로 들어간다. 숲 어디선가 방울 소리가 들리고 여인은 자신이 목적지에 도착했음을 느낀다. 여인은 죽음 너머 삶의 흔적들을 찾기 시작한다. 한편, 서울에서 학교를 마치고 고향인 무주로 돌아와, 군청에서 일하며 혼자가 된 엄마와 살고 있는 민재. 엄마는 민재가 다시 고향으로 돌아온 것이 못마땅하다. 민재의 오랜 고향 친구이자 애인인 태규는 편찮으신 할머니를 간병하며 조부모의 오래된 집을 지키면서 살고 있다. 어느 날 한동안 연락이 끊겼던 대학 친구 경윤이 민재를 찾아온다.<br/><br/>떠난 사람들과 남은 사람들 그리고 다시 돌아온 사람들.<br/>당신을 위로할 두 가지 아름다운 이야기",,admin01
876,213595,당신의 이웃은 친절하지 않다,"미스터리, 드라마, 범죄, 스릴러",한국,79분,15세 관람가,2022.09.15,7.6,안드로,"변동욱, 조혜진, 전지학","남쪽 끝 바닷가 마을.<br/>성당의 고해소에서 여자 신부가 권태로운 표정을 짓고 있다.<br/>신자들의 지루한 고백들만 이어지던 어느날,<br/>갑작스런 사망 사건을 시작으로 마을 전체가 죄악으로 물들기 시작한다.",,admin01
877,187338,대무가,"드라마, 코미디",한국,108분,15세 관람가,2022.10.12,6.25,이한종,"박성웅, 양현민, 류경수",유아독존 신빨 대신 술빨로 버티는 40대 마성의 무당 '마성준'(박성웅)<br/>백발백중 1타 무당을 꿈꾸며 역술계를 평정한 30대 스타트업 무당 '청담도령'(양현민)<br/>인생역전 갓생을 노리며 10주 완성 무당학원을 등록한 20대 취준생 무당 '신남'(류경수)<br/>신빨 떨어진 무당들이 용하다 소문난 전설의 '대무가' 비트로 뭉쳤다!<br/><br/>그리고 그들을 이용해서 50억 원을 손에 넣으려는 이 구역 미친X '익수'가 판을 벌리고<br/>'대무가' 무당즈는 각자 일생일대의 한탕을 위해 비트에 몸을 맡긴 채 프리스타일 굿판 대결을 펼치는데…,,admin01
878,204882,더 노비스,스릴러,미국,97분,15세 관람가,2022.05.25,7.08,로런 해더웨이,"이사벨 퍼만, 에이미 포사이스","대학 신입생 ‘알렉스’는<br/>교내 조정부에 가입한 후<br/>동급생 ‘제이미’에게 경쟁심을 느낀다<br/><br/>늘 최고를 갈망하는 ‘알렉스’는<br/>팀 1군에 들기 위해 훈련을 거듭하고,<br/>스스로를 극한으로 내몰기 시작하는데···<br/><br/>네 미친 짓으로 최고를 증명해 봐!",,admin01
879,213535,더 렛지,스릴러,영국,86분,15세 관람가,2022.06.15,6.42,하워드 J. 포드,"브리터니 애쉬워스, 벤 램",친구와 함께 암벽등반을 간 켈리는 <br/>그곳에서 만난 남성들에게 친구가 살해당하는 것을 목격하고 카메라로 찍는데…<br/>쫓아오는 그들을 피할 곳은 눈앞의 거대한 암벽뿐.<br/><br/>아찔한 높이의 절벽에서 살아남아야 한다!,,admin01
880,197747,더 마더,스릴러,스페인,103분,15세 관람가,2022.02.10,7.22,후안마 바호 우료아,"로지 데이, 해리엇 샌섬 해리스, 나탈리아 테나","한때 발레단의 프리마돈나였던 여자가 약물에 중독된 채 홀로 아이를 출산한다.<br/>아이는커녕 제 몸 하나 돌볼 능력이 없던 그녀는 브로커에게 아이를 팔아버린다.<br/>하지만 아이를 데려간 사람들이 유아 인신매매단이라는 충격적인 사실을 뒤늦게 알게 된다.<br/><br/>브로커를 처음 만났던 외딴 숲을 다시 찾아간 그녀.<br/>낭만과 야만이 뒤섞인 듯, 기묘한 분위기를 풍기는 대저택에 이끌려 들어간다.<br/>뜻 모를 붉은 표시들로 덧칠된 달력을 살펴보던 그녀는<br/>정체 모를 여인들의 감시를 받고 있는 자신의 아기를 발견하게 되는데...<br/><br/>아무도 예상하지 못했던 결말이 기다리는 그곳에서<br/>아이를 되찾아야만 하는 그녀의 필사적인 몸부림이 시작된다!",,admin01
881,154282,더 배트맨,"액션, 범죄, 드라마",미국,176분,15세 관람가,2022.03.01,7.2,맷 리브스,"로버트 패틴슨, 폴 다노, 조 크라비츠","지난 2년간 고담시의 어둠 속에서 범법자들을 응징하며 배트맨으로 살아온 브루스 웨인. 알프레드와 제임스 고든 경위의 도움 아래, 도시의 부패한 공직자들과 고위 관료들 사이에서 복수의 화신으로 활약한다. 고담의 시장 선거를 앞두고 고담의 엘리트 집단을 목표로 잔악한 연쇄살인을 저지르는 수수께끼 킬러 리들러가 나타나자, 최고의 탐정 브루스 웨인이 수사에 나서고 남겨진 단서를 풀어가며 캣우먼, 펭귄, 카마인 팔코네, 리들러를 차례대로 만난다. 사이코 범인의 미스터리를 수사하면서 그 모든 증거가 자신을 향한 의도적인 메시지였음을 깨닫고, 리들러에게 농락 당한 배트맨은 광기에 사로잡힌다. 범인의 무자비한 계획을 막고 오랫동안 고담시를 썩게 만든 권력 부패의 고리를 끊어야 하지만, 부모님의 죽음에 얽힌 진실이 밝혀지자 복수와 정의 사이에서 갈등한다.<br/>선과 악, 빛과 어둠, 영웅과 악당, 정의와 복수.. 무엇을 선택할 것인가",,admin01
